code_x,country,displayAffiliation,displayName,displayNameEn,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,jerseyNo,lastName,lastNameEn,leagueId_x,playerId,position,schoolType,weight,abbr,city,cityEn,code_y,conference,displayAbbr,displayConference,division,id,isAllStarTeam,isLeagueTeam,leagueId_y,name,nameEn
andrew_wiggins,加拿大,Kansas/Canada,安德鲁 维金斯,Andrew Wiggins,793515600000,2014,3,安德鲁,安德鲁,Andrew,2.03,22,维金斯,Wiggins,00,203952,前锋,College,91.6 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
cj_wilcox,美国,Washington/United States,CJ 威尔科斯,CJ Wilcox,662533200000,2014,3,CJ,CJ,CJ,1.96,23,威尔科斯,Wilcox,00,203912,后卫,College,88.5 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
damien_wilkins,美国,Georgia/United States,达米安 威尔金斯,Damien Wilkins,316414800000,2004,9,达米安,达米安,Damien,1.98,12,威尔金斯,Wilkins,00,2863,后卫-前锋,College,98.4 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
alan_williams,美国,California-Santa Barbara/United States,阿兰 威廉姆斯,Alan Williams,728197200000,2015,2,阿兰,阿兰,Alan,2.03,15,威廉姆斯,Williams,00,1626210,前锋-中锋,College,120.2 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
c.j._williams,美国,North Carolina State/United States,C.J. 威廉姆斯,C.J. Williams,634280400000,2012,0,C.J.,C.J.,C.J.,1.96,9,威廉姆斯,Williams,00,203710,前锋-后卫,College,104.3 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
derrick_williams,美国,Arizona/United States,德里克 威廉姆斯,Derrick Williams,675144000000,2011,6,德里克,德里克,Derrick,2.03,6,威廉姆斯,Williams,00,202682,前锋,College,108.9 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
lou_williams,美国,South Gwinnett HS (GA)/United States,路 威廉姆斯,Lou Williams,530773200000,2005,12,路,路,Lou,1.85,23,威廉姆斯,Williams,00,101150,后卫,High School,79.4 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
marvin_williams,美国,North Carolina/United States,马尔文 威廉姆斯,Marvin Williams,519537600000,2005,12,马尔文,马尔文,Marvin,2.06,2,威廉姆斯,Williams,00,101107,前锋,College,107.5 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
troy_williams,美国,Indiana/United States,特洛伊 威廉姆斯,Troy Williams,788763600000,2016,1,特洛伊,特洛伊,Troy,2.01,0,威廉姆斯,Williams,00,1627786,前锋,College,98.9 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
matt_williams jr.,美国,Central Florida/United States,马特 小威廉姆斯,Matt Williams Jr.,750571200000,2017,0,马特,马特,Matt,1.96,12,小威廉姆斯,Williams Jr.,00,1628475,后卫,College,95.3 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
d.j._wilson,美国,Michigan/United States,D.J. 威尔逊,D.J. Wilson,824706000000,2017,0,D.J.,D.J.,D.J.,2.08,5,威尔逊,Wilson,00,1628391,前锋,College,107.0 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
justise_winslow,美国,Duke/United States,贾斯蒂斯 温斯洛,Justise Winslow,827816400000,2015,2,贾斯蒂斯,贾斯蒂斯,Justise,2.01,20,温斯洛,Winslow,00,1626159,前锋,College,102.1 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
jeff_withey,美国,Kansas/United States,杰夫 威西,Jeff Withey,636786000000,2013,4,杰夫,杰夫,Jeff,2.13,17,威西,Withey,00,203481,中锋,College,104.3 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
delon_wright,美国,Utah/United States,德隆 怀特,Delon Wright,704260800000,2015,2,德隆,德隆,Delon,1.96,55,怀特,Wright,00,1626153,后卫,College,86.2 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
guerschon_yabusele,法国,France,盖尔雄 亚布塞莱,Guerschon Yabusele,819176400000,2016,0,盖尔雄,盖尔雄,Guerschon,2.03,30,亚布塞莱,Yabusele,00,1627824,前锋,,117.9 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
james_young,美国,Kentucky/United States,詹姆斯 杨,James Young,808545600000,2014,3,詹姆斯,詹姆斯,James,1.98,8,杨,Young,00,203923,后卫-前锋,College,97.5 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
joe_young,美国,Oregon/United States,乔 杨,Joe Young,709617600000,2015,2,乔,乔,Joe,1.88,3,杨,Young,00,1626202,后卫,College,83.9 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
nick_young,美国,Southern California/United States,尼克 杨,Nick Young,486446400000,2007,10,尼克,尼克,Nick,2.01,6,杨,Young,00,201156,后卫-前锋,College,95.3 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
thaddeus_young,美国,Georgia Tech/United States,赛迪斯 杨,Thaddeus Young,582868800000,2007,10,赛迪斯,赛迪斯,Thaddeus,2.03,21,杨,Young,00,201152,前锋,College,104.3 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
cody_zeller,美国,Indiana/United States,科迪 泽勒,Cody Zeller,718257600000,2013,4,科迪,科迪,Cody,2.13,40,泽勒,Zeller,00,203469,中锋-前锋,College,108.9 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
tyler_zeller,美国,North Carolina/United States,泰勒 泽勒,Tyler Zeller,632552400000,2012,5,泰勒,泰勒,Tyler,2.13,44,泽勒,Zeller,00,203092,中锋,College,113.4 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
paul_zipser,德国,Germany,保罗 齐普泽,Paul Zipser,761547600000,2016,1,保罗,保罗,Paul,2.03,16,齐普泽,Zipser,00,1627835,前锋,,102.5 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
ante_zizic,克罗地亚,Croatia,安特 日日奇,Ante Zizic,852354000000,2016,0,安特,安特,Ante,2.11,41,日日奇,Zizic,00,1627790,前锋-中锋,,113.4 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
